cct id,INTEGER
cit id,INTEGER
cde id,INTEGER
cct count,INTEGER
cct cart,INTEGER
cct order,INTEGER
cct datetime,TIME
cct ip,STR
cca id,INTEGER
cca value,STR
cca parent,STR
cca order,INTEGER
ccr id,INTEGER
cdc id,INTEGER
cdc type,STR
cdo id,INTEGER
cdo datetime,TIME
cdo ip,STR
cdo useragent,STR
cit key,STR
cit name,STR
cit order,INTEGER
cit type,INTEGER
cit status,INTEGER
cit summary,STR
cit content,STR
cit mobile content,STR
cit content html type,INTEGER
cit price,INTEGER
cit file,STR
cde title,STR
cde price,INTEGER
cde originname,STR
cde filename,STR
cde download,INTEGER
cde filesize,INTEGER
cde type,STR
cde is image,INTEGER
cde datetime,TIME
cde ip,STR
cde status,INTEGER
chi id,INTEGER
chi title,STR
chi content,STR
chi content html type,INTEGER
chi ip,STR
chi datetime,TIME
cim key,STR
cim value,STR
cor id,INTEGER
cod id,INTEGER
cod download days,INTEGER
cod count,INTEGER
cod status,STR
cqa id,INTEGER
cqa title,STR
cqa content,STR
cqa content html type,INTEGER
cqa reply content,STR
cqa reply html type,INTEGER
cqa secret,INTEGER
cqa receive email,INTEGER
cqa receive sms,INTEGER
cqa datetime,TIME
cqa ip,STR
cqa reply datetime,TIME
cqa reply mem id,INTEGER
cqa reply ip,STR
cre id,INTEGER
cre title,STR
cre content,STR
cre content html type,INTEGER
cre score,INTEGER
cre datetime,TIME
cre ip,STR
cre status,INTEGER
cwi id,INTEGER
cwi datetime,TIME
cwi ip,STR
cmt id,INTEGER
cmt num,INTEGER
cmt reply,STR
cmt html,INTEGER
cmt secret,INTEGER
cmt content,STR
cmt password,STR
cmt userid,STR
cmt username,STR
cmt nickname,STR
cmt email,STR
cmt homepage,STR
cmt datetime,TIME
cmt updated datetime,TIME
cmt ip,STR
cmt like,INTEGER
cmt dislike,INTEGER
cmt blame,INTEGER
cmt device,STR
cme key,STR
cme value,STR
cfg key,STR
cfg value,STR
cur ip,STR
cur mem name,STR
cur datetime,TIME
cur page,STR
cur url,STR
cur referer,STR
cur useragent,STR
dep id,INTEGER
mem nickname,STR
mem realname,STR
mem email,STR
mem phone,STR
dep from type,STR
doc key,STR
doc title,STR
doc content,STR
doc mobile content,STR
eim id,INTEGER
eim originname,STR
eim filename,STR
eim filesize,INTEGER
eim width,INTEGER
eim height,INTEGER
eim type,STR
eim datetime,TIME
eim ip,STR
faq id,INTEGER
fgr id,INTEGER
faq title,STR
faq content,STR
faq mobile content,STR
faq content html type,INTEGER
faq order,INTEGER
faq datetime,TIME
faq ip,STR
fgr title,STR
fgr key,STR
fgr layout,STR
fgr mobile layout,STR
fgr sidebar,INTEGER
fgr mobile sidebar,INTEGER
fgr skin,STR
fgr mobile skin,STR
fgr datetime,TIME
fgr ip,STR
fol id,INTEGER
target mem id,INTEGER
fol datetime,TIME
lik id,INTEGER
mem userid,STR
mem password,STR
mem username,STR
mem level,INTEGER
mem point,INTEGER
mem homepage,STR
mem birthday,STR
mem sex,INTEGER
mae id,INTEGER
mae key,STR
mae type,INTEGER
mce id,INTEGER
mce type,STR
mdn id,INTEGER
mem register datetime,TIME
mem lastlogin datetime,TIME
mdn dormant datetime,TIME
mdn dormant notify datetime,TIME
mev key,STR
mev value,STR
mgr id,INTEGER
mgr title,STR
mgr is default,INTEGER
mgr datetime,TIME
mgr order,INTEGER
mgr description,STR
mgm id,INTEGER
mgm datetime,TIME
mlh id,INTEGER
mlh from,INTEGER
mlh to,INTEGER
mlh datetime,TIME
mlh reason,STR
mlh ip,STR
mll id,INTEGER
mll success,INTEGER
mll userid,STR
mll datetime,TIME
mll ip,STR
mll reason,STR
mll useragent,STR
mll url,STR
mll referer,STR
mmt key,STR
mmt value,STR
mni id,INTEGER
mni nickname,STR
mni start datetime,TIME
mni end datetime,TIME
mrg id,INTEGER
mrg ip,STR
mrg datetime,TIME
mrg recommend mem id,INTEGER
mrg useragent,STR
mrg referer,STR
msh id,INTEGER
msh company,STR
msh certtype,STR
msh cert key,STR
msh datetime,TIME
msh ip,STR
mem status,INTEGER
men id,INTEGER
men parent,INTEGER
men name,STR
men link,STR
men target,STR
men desktop,INTEGER
men mobile,INTEGER
men custom,STR
men order,INTEGER
nte id,INTEGER
send mem id,INTEGER
recv mem id,INTEGER
nte type,INTEGER
not type,STR
pod id,INTEGER
pod pg,STR
pod type,STR
pod data,STR
pod datetime,TIME
pod ip,STR
poi id,INTEGER
poi datetime,TIME
poi content,STR
poi point,INTEGER
poi type,STR
poi related id,STR
poi action,STR
pop id,INTEGER
pop start date,TIME
pop end date,TIME
pop is center,INTEGER
pop left,INTEGER
pop top,INTEGER
pop width,INTEGER
pop height,INTEGER
pop device,STR
post num,INTEGER
post reply,STR
post category,STR
post userid,STR
post nickname,STR
post email,STR
post homepage,STR
post datetime,TIME
post updated datetime,TIME
post update mem id,INTEGER
post comment count,INTEGER
post comment updated datetime,TIME
post link count,INTEGER
post secret,INTEGER
post html,INTEGER
post hide comment,INTEGER
post notice,INTEGER
post receive email,INTEGER
post hit,INTEGER
post like,INTEGER
post dislike,INTEGER
post ip,STR
post blame,INTEGER
post device,STR
post file,INTEGER
post image,INTEGER
post del,INTEGER
pev key,STR
pev value,STR
pfi id,INTEGER
pfi originname,STR
pfi filename,STR
pfi download,INTEGER
pfi filesize,INTEGER
pfi width,INTEGER
pfi height,INTEGER
pfi type,STR
pfi is image,INTEGER
pfi datetime,TIME
pfi ip,STR
pfd id,INTEGER
pfd datetime,TIME
pfd ip,STR
pfd useragent,STR
phi id,INTEGER
phi title,STR
phi content,STR
phi content html type,INTEGER
phi ip,STR
phi datetime,TIME
pln id,INTEGER
pln url,STR
pln hit,INTEGER
plc id,INTEGER
plc datetime,TIME
plc ip,STR
plc useragent,STR
pmt key,STR
pmt value,STR
pns id,INTEGER
pns status,STR
pns return code,STR
pns return message,STR
pns receipt number,STR
pns datetime,TIME
ppo id,INTEGER
ppo start datetime,TIME
ppo end datetime,TIME
ppo title,STR
ppo count,INTEGER
ppo choose count,INTEGER
ppo after comment,INTEGER
ppo point,INTEGER
ppo datetime,TIME
ppo ip,STR
ppi id,INTEGER
ppi item,STR
ppi count,INTEGER
ppp id,INTEGER
ppp datetime,TIME
ppp ip,STR
pta id,INTEGER
pta tag,STR
scr id,INTEGER
scr datetime,TIME
scr title,STR
sek id,INTEGER
sek keyword,STR
sek datetime,TIME
sek ip,STR
sfa id,INTEGER
sfa title,STR
sfa content,STR
sfa datetime,TIME
sme id,INTEGER
smg id,INTEGER
sme name,STR
sme phone,STR
sme receive,INTEGER
sme datetime,TIME
sme memo,STR
smg name,STR
smg order,INTEGER
smg datetime,TIME
ssc id,INTEGER
ssc content,STR
ssc send phone,STR
ssc booking,TIME
ssc total,INTEGER
ssc success,INTEGER
ssc fail,INTEGER
ssc datetime,TIME
ssc memo,STR
ssh id,INTEGER
ssh name,STR
ssh phone,STR
ssh success,INTEGER
ssh datetime,TIME
ssh memo,STR
ssh log,STR
soc id,INTEGER
soc type,STR
soc account id,STR
soc key,STR
soc value,STR
smt key,STR
smt value,STR
sco id,INTEGER
sco ip,STR
sco date,TIME
sco time,TIME
sco referer,STR
sco current,STR
sco agent,STR
scb id,INTEGER
scb date,TIME
scb count,INTEGER
scd date,TIME
scd count,INTEGER
tmp id,INTEGER
tmp title,STR
tmp content,STR
tmp datetime,TIME
unq id,INTEGER
unq ip,STR
pil id,INTEGER
pil type,STR
p tid,STR
p mid,STR
p auth dt,STR
p status,STR
p type,STR
p oid,STR
p fn nm,STR
p amt,INTEGER
p auth no,STR
p rmesg,STR
entrepreneur id,INTEGER
people id,INTEGER
money requested,FLOAT
investor,STR
role code,STR
document structure code,STR
parent document structure code,STR
document structure description,STR
functional area code,STR
parent functional area code,STR
functional area description,STR
image alt text,STR
document code,STR
document type code,STR
access count,INTEGER
document name,STR
section sequence,INTEGER
section code,STR
section title,STR
corp name,STR
corp code,STR
islands,STR
award title,STR
award effective date,STR
award expiration date,STR
award amount,INTEGER
award instrument,STR
organisation code,INTEGER
program officer,STR
abstract narration,STR
min amd letter date,STR
max amd letter date,STR
arra amount,INTEGER
date issued,TIME
coupon amount,FLOAT
good or bad customer,STR
date last hire,TIME
booking status code,STR
returned damaged yn,STR
booking start date,TIME
booking end date,TIME
count hired,STR
amount payable,FLOAT
product type code,STR
daily hire cost,FLOAT
payment type code,STR
amount paid in full yn,STR
payment date,TIME
amount due,FLOAT
returned yn,STR
returned late yn,STR
booked count,INTEGER
booked amount,FLOAT
status date,TIME
available yn,STR
car id,INTEGER
payment no,INTEGER
payment dt,TIME
payment amt,FLOAT
subject statuses,STR
subject weapon,STR
subjects,STR
subject count,INTEGER
officers,STR
officer count,INTEGER
grand jury disposition,STR
attorney general forms url,STR
summary url,STR
summary text,STR
g all,INTEGER
g batting,INTEGER
g defense,INTEGER
g p,INTEGER
g c,INTEGER
g 1b,INTEGER
g 2b,INTEGER
g 3b,INTEGER
g ss,INTEGER
g lf,INTEGER
g cf,INTEGER
g rf,INTEGER
g of,INTEGER
g dh,INTEGER
g ph,INTEGER
g pr,INTEGER
is primary version,INTEGER
p promo sk,INTEGER
p promo id,STR
p start date sk,INTEGER
p end date sk,INTEGER
p item sk,INTEGER
p cost,FLOAT
constructor standings id,INTEGER
position text,STR
is installed,INTEGER
target desc,STR
good client,INTEGER
lt s symb,STR
lt dts,TIME
lt price,FLOAT
i id,INTEGER
i im id,INTEGER
i name,STR
i price,FLOAT
i data,STR
contextid,INTEGER
sampleorigin,STR
sampleid,INTEGER
indicator,STR
trained,INTEGER
indicators,STR
timesplitting,STR
timecreated,INTEGER
timemodified,INTEGER
usermodified,INTEGER
modelid,INTEGER
analysableid,INTEGER
rangeindex,INTEGER
sampleids,STR
predictionid,INTEGER
actionname,STR
prediction,FLOAT
timeanalysed,INTEGER
course,INTEGER
intro,STR
introformat,INTEGER
alwaysshowdescription,INTEGER
nosubmissions,INTEGER
submissiondrafts,INTEGER
sendnotifications,INTEGER
sendlatenotifications,INTEGER
duedate,INTEGER
allowsubmissionsfromdate,INTEGER
grade,INTEGER
requiresubmissionstatement,INTEGER
completionsubmit,INTEGER
cutoffdate,INTEGER
gradingduedate,INTEGER
teamsubmission,INTEGER
requireallteammemberssubmit,INTEGER
teamsubmissiongroupingid,INTEGER
blindmarking,INTEGER
revealidentities,INTEGER
attemptreopenmethod,STR
maxattempts,INTEGER
markingworkflow,INTEGER
markingallocation,INTEGER
sendstudentnotifications,INTEGER
preventsubmissionnotingroup,INTEGER
assignment,INTEGER
grader,INTEGER
assignid,INTEGER
attemptnumber,INTEGER
latest,INTEGER
mailed,INTEGER
extensionduedate,INTEGER
workflowstate,STR
allocatedmarker,INTEGER
commenttext,STR
commentformat,INTEGER
gradeid,INTEGER
pageno,INTEGER
endx,INTEGER
endy,INTEGER
colour,STR
draft,INTEGER
rawtext,STR
submissionid,INTEGER
submissionattempt,INTEGER
attemptedconversions,INTEGER
numfiles,INTEGER
assignmenttype,STR
resubmit,INTEGER
preventlate,INTEGER
emailteachers,INTEGER
maxbytes,INTEGER
timedue,INTEGER
timeavailable,INTEGER
submissioncomment,STR
teacher,INTEGER
timemarked,INTEGER
oldcmid,INTEGER
oldinstance,INTEGER
newcmid,INTEGER
newinstance,INTEGER
submission,INTEGER
onlinetext,STR
onlineformat,INTEGER
issuerid,INTEGER
confirmtoken,STR
confirmtokenexpires,INTEGER
backupid,STR
itemid,INTEGER
purpose,INTEGER
execution,INTEGER
executiontime,INTEGER
courseid,INTEGER
laststarttime,INTEGER
lastendtime,INTEGER
laststatus,STR
nextstarttime,INTEGER
loglevel,INTEGER
usercreated,INTEGER
issuername,STR
issuerurl,STR
issuercontact,STR
expiredate,INTEGER
expireperiod,INTEGER
messagesubject,STR
nextcron,INTEGER
backpackurl,STR
backpackuid,INTEGER
autosync,INTEGER
badgeid,INTEGER
criteriatype,INTEGER
descriptionformat,INTEGER
issuedid,INTEGER
critid,INTEGER
datemet,INTEGER
backpackid,INTEGER
collectionid,INTEGER
uniquehash,STR
dateissued,INTEGER
dateexpire,INTEGER
issuernotified,INTEGER
recipientid,INTEGER
issuerrole,INTEGER
cron,INTEGER
lastcron,INTEGER
coursename,STR
coursedescription,STR
courseurl,STR
blockname,STR
parentcontextid,INTEGER
showinsubcontexts,INTEGER
requiredbytheme,INTEGER
pagetypepattern,STR
subpagepattern,STR
defaultregion,STR
defaultweight,INTEGER
configdata,STR
blockinstanceid,INTEGER
pagetype,STR
subpage,STR
cmid,INTEGER
modname,STR
preferredtitle,STR
shared,INTEGER
skiptime,INTEGER
skipuntil,INTEGER
blogid,INTEGER
filtertags,STR
failedlastsync,INTEGER
timefetched,INTEGER
numbering,INTEGER
navstyle,INTEGER
customtitles,INTEGER
bookid,INTEGER
pagenum,INTEGER
subchapter,INTEGER
contentformat,INTEGER
importsrc,STR
md5key,STR
flagtype,STR
captype,STR
contextlevel,INTEGER
riskbitmask,INTEGER
keepdays,INTEGER
studentlogs,INTEGER
chattime,INTEGER
schedule,INTEGER
chatid,INTEGER
issystem,INTEGER
firstping,INTEGER
lastping,INTEGER
lastmessageping,INTEGER
showresults,INTEGER
allowupdate,INTEGER
allowmultiple,INTEGER
showunanswered,INTEGER
includeinactive,INTEGER
limitanswers,INTEGER
timeopen,INTEGER
timeclose,INTEGER
showpreview,INTEGER
choiceid,INTEGER
optionid,INTEGER
maxanswers,INTEGER
idnumber,STR
cohortid,INTEGER
timeadded,INTEGER
commentarea,STR
shortname,STR
competencyframeworkid,INTEGER
parentid,INTEGER
ruletype,STR
ruleoutcome,INTEGER
ruleconfig,STR
scaleid,INTEGER
scaleconfiguration,STR
competencyid,INTEGER
pushratingstouserplans,INTEGER
usercompetencyid,INTEGER
actionuserid,INTEGER
descidentifier,STR
desccomponent,STR
desca,STR
taxonomies,STR
origtemplateid,INTEGER
reviewerid,INTEGER
planid,INTEGER
relatedcompetencyid,INTEGER
proficiency,INTEGER
userevidenceid,INTEGER
oldvalue,STR
instanceid,INTEGER
summaryformat,INTEGER
showgrades,INTEGER
newsitems,INTEGER
marker,INTEGER
legacyfiles,INTEGER
showreports,INTEGER
visibleold,INTEGER
groupmode,INTEGER
groupmodeforce,INTEGER
defaultgroupingid,INTEGER
requested,INTEGER
enablecompletion,INTEGER
completionnotify,INTEGER
cacherev,INTEGER
coursecount,INTEGER
criteriaid,INTEGER
gradefinal,FLOAT
moduleinstance,INTEGER
courseinstance,INTEGER
enrolperiod,INTEGER
timeend,INTEGER
gradepass,FLOAT
completion,INTEGER
completionview,INTEGER
completionusegrade,INTEGER
completionexpected,INTEGER
customrules,STR
timeenrolled,INTEGER
timestarted,INTEGER
timecompleted,INTEGER
reaggregate,INTEGER
sectionid,INTEGER
instance,INTEGER
section,INTEGER
indent,INTEGER
visibleoncoursepage,INTEGER
groupingid,INTEGER
completiongradeitemnumber,INTEGER
showdescription,INTEGER
availability,STR
deletioninprogress,INTEGER
coursemoduleid,INTEGER
completionstate,INTEGER
overrideby,INTEGER
huburl,STR
timepublished,INTEGER
enrollable,INTEGER
hubcourseid,INTEGER
timechecked,INTEGER
requester,INTEGER
timeavailablefrom,INTEGER
timeavailableto,INTEGER
timeviewfrom,INTEGER
timeviewto,INTEGER
requiredentries,INTEGER
requiredentriestoview,INTEGER
maxentries,INTEGER
rssarticles,INTEGER
singletemplate,STR
listtemplate,STR
listtemplateheader,STR
listtemplatefooter,STR
addtemplate,STR
rsstemplate,STR
rsstitletemplate,STR
csstemplate,STR
jstemplate,STR
asearchtemplate,STR
manageapproved,INTEGER
assessed,INTEGER
assesstimestart,INTEGER
assesstimefinish,INTEGER
defaultsort,INTEGER
defaultsortdir,INTEGER
editany,INTEGER
completionentries,INTEGER
fieldid,INTEGER
recordid,INTEGER
dataid,INTEGER
elementid,STR
pagehash,STR
drafttext,STR
draftid,INTEGER
pageinstance,STR
enrol,STR
enrolstartdate,INTEGER
enrolenddate,INTEGER
expirynotify,INTEGER
expirythreshold,INTEGER
notifyall,INTEGER
roleid,INTEGER
customint,INTEGER
customchar,STR
customdec,FLOAT
timestart,INTEGER
consumerkey,STR
ltiversion,STR
consumername,STR
consumerversion,STR
consumerguid,STR
toolproxy,STR
settings,STR
enablefrom,INTEGER
enableuntil,INTEGER
lastaccess,INTEGER
consumerid,INTEGER
lticontextkey,STR
ltiresourcelinkkey,STR
primaryresourcelinkid,INTEGER
shareapproved,INTEGER
sharekey,STR
resourcelinkid,INTEGER
autoapprove,INTEGER
toolproxykey,STR
ltiuserkey,STR
ltiresultsourcedid,STR
toolid,INTEGER
enrolid,INTEGER
institution,STR
maxenrolled,INTEGER
maildisplay,INTEGER
gradesync,INTEGER
gradesynccompletion,INTEGER
membersync,INTEGER
membersyncmode,INTEGER
roleinstructor,INTEGER
rolelearner,INTEGER
serviceurl,STR
sourceid,STR
consumersecret,STR
membershipsurl,STR
membershipsid,STR
lastgrade,FLOAT
business,STR
receiver email,STR
item name,STR
option selection1 x,STR
option selection2 x,STR
payment status,STR
pending reason,STR
reason code,STR
txn id,STR
parent txn id,STR
payment type,STR
timeupdated,INTEGER
repeatid,INTEGER
modulename,STR
eventtype,STR
timeduration,INTEGER
timesort,INTEGER
subscriptionid,INTEGER
pollinterval,INTEGER
lastupdated,INTEGER
eventname,STR
handlerfile,STR
handlerfunction,STR
internal,INTEGER
eventdata,STR
stackdump,STR
queuedeventid,INTEGER
handlerid,INTEGER
errormessage,STR
classname,STR
methodname,STR
classpath,STR
capabilities,STR
services,STR
requiredcapability,STR
restrictedusers,INTEGER
downloadfiles,INTEGER
uploadfiles,INTEGER
externalserviceid,INTEGER
functionname,STR
iprestriction,STR
validuntil,INTEGER
privatetoken,STR
tokentype,INTEGER
creatorid,INTEGER
email notification,INTEGER
multiple submit,INTEGER
autonumbering,INTEGER
site after submit,STR
page after submit,STR
page after submitformat,INTEGER
publish stats,INTEGER
feedback,INTEGER
random response,INTEGER
anonymous response,INTEGER
guestid,STR
presentation,STR
hasvalue,INTEGER
dependitem,INTEGER
dependvalue,STR
feedbackid,INTEGER
ispublic,INTEGER
completed,INTEGER
tmp completed,INTEGER
sourcefileid,INTEGER
targetformat,STR
statusmessage,STR
converter,STR
destfileid,INTEGER
contenthash,STR
pathnamehash,STR
filearea,STR
referencefileid,INTEGER
repositoryid,INTEGER
lastsync,INTEGER
referencehash,STR
showexpanded,INTEGER
showdownloadfolder,INTEGER
maxattachments,INTEGER
forcesubscribe,INTEGER
trackingtype,INTEGER
rsstype,INTEGER
warnafter,INTEGER
blockafter,INTEGER
blockperiod,INTEGER
completiondiscussions,INTEGER
completionreplies,INTEGER
completionposts,INTEGER
displaywordcount,INTEGER
lockdiscussionafter,INTEGER
forum,INTEGER
maildigest,INTEGER
discussion,INTEGER
preference,INTEGER
pinned,INTEGER
messageformat,INTEGER
messagetrust,INTEGER
totalscore,INTEGER
mailnow,INTEGER
discussionid,INTEGER
postid,INTEGER
forumid,INTEGER
firstread,INTEGER
allowduplicatedentries,INTEGER
displayformat,STR
mainglossary,INTEGER
showspecial,INTEGER
showalphabet,INTEGER
showall,INTEGER
allowcomments,INTEGER
allow#printview,INTEGER
usedynalink,INTEGER
defaultapproval,INTEGER
approvaldisplayformat,STR
globalglossary,INTEGER
entbypage,INTEGER
editalways,INTEGER
entryid,INTEGER
glossaryid,INTEGER
concept,STR
definition,STR
definitionformat,INTEGER
definitiontrust,INTEGER
teacherentry,INTEGER
sourceglossaryid,INTEGER
casesensitive,INTEGER
fullmatch,INTEGER
popupformatname,STR
showgroup,INTEGER
showtabs,STR
defaultmode,STR
defaulthook,STR
sortkey,STR
aggregation,INTEGER
keephigh,INTEGER
droplow,INTEGER
aggregateonlygraded,INTEGER
aggregateoutcomes,INTEGER
oldid,INTEGER
loggeduser,INTEGER
aggregatesubcats,INTEGER
rawgrade,FLOAT
itemname,STR
importcode,INTEGER
importer,INTEGER
newgradeitem,INTEGER
finalgrade,FLOAT
itemtype,STR
itemmodule,STR
iteminstance,INTEGER
itemnumber,INTEGER
iteminfo,STR
gradetype,INTEGER
grademax,FLOAT
lowerboundary,FLOAT
outcomeid,INTEGER
areaname,STR
activemethod,STR
areaid,INTEGER
copiedfromid,INTEGER
timecopied,INTEGER
definitionid,INTEGER
